permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark,source
D199510018,F-084,2024,6357.7,5517.9,5765.8,6885.6,7095.6,5787.0,8617.8,5594.7,7903.4,11396.2,9837.0,9372.7,600,9030,,사후관리DB(원본월별·5년이용량분석)
D199510019,F-085,2024,5068.1,4865.2,5787.9,7108.1,6611.3,7030.5,5073.2,5509.1,5265.8,4978.9,5072.1,4875.4,750,15120,,사후관리DB(원본월별·5년이용량분석)
D199510020,F-087,2024,4178.9,4455.4,4254.5,4698.8,4676.5,5660.0,5073.2,5574.0,5619.8,4955.0,5035.2,4615.2,750,6390,,사후관리DB(원본월별·5년이용량분석)
D199510021,F-086,2024,11242.8,10970.6,10023.5,12329.9,12225.5,16219.3,15171.6,17016.9,18729.2,16174.0,16340.6,16598.8,700,16920,1→2차 역행,사후관리DB(원본월별·5년이용량분석)
D199510022,D-288,2024,16662.4,17665.8,16730.6,20379.1,20925.8,24426.7,23736.4,23837.0,22383.2,12959.2,9023.0,10020.6,800,18210,,사후관리DB(원본월별·5년이용량분석)
D199510023,D-287,2024,12458.6,15761.7,15255.8,20565.5,16718.6,18976.9,11071.2,11265.4,12828.8,9112.5,9934.5,11133.1,800,23670,,사후관리DB(원본월별·5년이용량분석)
D199520015,F-088,2024,7461.0,8740.0,12616.0,10435.0,13237.0,12763.0,8857.0,14786.0,13498.0,9878.0,7839.0,6636.0,500,15000,,
D199520016,D-291,2024,6774.0,7656.0,6687.0,9795.0,7925.0,12264.0,8851.0,8090.0,13148.0,10476.0,10964.0,6619.0,500,15000,,
D199520017,D-293,2024,7178.0,7958.0,7411.0,8125.0,7302.0,8680.0,6791.0,8648.0,9765.0,8500.0,7731.0,7234.0,700,21000,,
D199520018,D-292,2024,5755.0,8638.0,8776.0,9766.0,9069.0,13004.0,8250.0,13221.0,13411.0,11895.0,7324.0,6370.0,600,18000,,
D199520019,D-289,2024,2336.0,2404.0,3622.0,3482.0,5328.0,5699.0,2800.0,8329.0,6536.0,3944.0,2507.0,2643.0,500,15000,,
D199520020,D-290,2024,1706.0,2280.0,2076.0,3129.0,2691.0,3720.0,1745.0,3595.0,3803.0,2396.0,2065.0,2170.0,500,15000,,
D199530039,96조천1,2024,2204.6,1877.9,2581.4,1404.6,3304.5,2301.2,1763.3,2605.7,2896.6,3389.9,3176.4,3154.3,800,22800,,사후관리DB(원본월별·5년이용량분석)
D199530042,D-294,2024,7764.6,7744.5,7842.1,10252.6,10739.0,12588.1,9451.5,13029.2,11920.4,8756.8,7151.4,8631.1,800,24000,,사후관리DB(원본월별·5년이용량분석)
D199530043,F-080,2024,43.7,67.0,55.0,169.3,206.2,293.4,141.3,225.0,1536.5,1261.0,861.5,800.6,700,19950,,사후관리DB(원본월별·5년이용량분석)
D199530045,F-089,2024,838.2,886.4,1023.1,1340.0,2330.4,2788.5,3624.6,644.0,644.0,16.9,398.4,606.0,650,22800,,사후관리DB(원본월별·5년이용량분석)
D199530046,F-090,2024,3580.2,3077.5,2672.5,3475.4,3651.5,4117.6,2785.5,4336.2,7568.5,7365.4,3836.5,3147.1,800,22800,,사후관리DB(원본월별·5년이용량분석)
D199530047,F-091,2024,618.4,549.9,1112.1,1754.0,1969.4,2548.1,1414.1,1355.5,1265.9,1234.3,1109.3,867.8,700,13680,,사후관리DB(원본월별·5년이용량분석)
D199530048,F-092,2024,422.5,232.2,218.7,360.6,10147.0,15031.8,10803.5,12186.7,15334.4,12373.4,10025.5,10498.7,1000,20460,,사후관리DB(원본월별·5년이용량분석)
D199530049,F-093,2024,5803.7,5027.2,4556.3,5643.1,5876.5,7470.2,4929.6,6717.4,8881.2,8120.0,4828.2,4339.6,1000,19410,,사후관리DB(원본월별·5년이용량분석)
D199530050,F-094,2024,2456.1,3965.2,4243.2,3738.1,4928.9,7693.9,6128.0,8805.1,5233.7,3160.6,7400.2,7166.9,700,16260,,사후관리DB(원본월별·5년이용량분석)
D199530051,F-095,2024,2627.8,2691.2,3674.9,4702.8,5777.0,7559.7,6112.3,7167.7,12058.2,6169.3,4054.7,3490.8,800,19800,,사후관리DB(원본월별·5년이용량분석)
D199530052,F-096,2024,3395.5,4458.0,6454.7,9682.9,11269.2,15583.2,9950.6,15613.5,17626.8,13485.5,10049.4,6877.2,600,9930,,사후관리DB(원본월별·5년이용량분석)
D199530053,D-300,2024,0.2,0.2,0.2,0.8,0.7,0.8,0.2,0.2,0.2,0.3,0.3,0.3,800,22800,,사후관리DB(원본월별·5년이용량분석)
D199530054,D-301,2024,7974.6,9151.7,10099.9,12350.0,10741.9,17918.7,5865.4,13001.5,15933.6,10342.0,6888.0,5305.0,600,17040,,사후관리DB(원본월별·5년이용량분석)
D199530055,D-303,2024,10051.6,11593.6,10378.8,12416.3,12133.4,13688.4,12830.4,15641.7,19257.0,13937.3,13301.6,12144.3,600,17100,,사후관리DB(원본월별·5년이용량분석)
D199530056,D-304,2024,0,0,0,0,0,0,0,0,0,0,0,0,900,27000,"전년→1차 역행(-251560.0), 1차→2차 평균 사용; 4차이후 외삽 (2024-07-21 ~ 12/31)",사후관리DB(원본월별·5년이용량분석)
D199530057,D-305,2024,3599.0,5348.4,6424.3,8963.2,9593.9,14200.8,9014.7,12582.9,13206.3,10082.6,7062.0,6027.1,600,12210,,사후관리DB(원본월별·5년이용량분석)
D199530058,D-302,2024,4940.2,5727.2,5664.9,7579.8,9677.8,9548.5,6193.1,9581.7,8550.3,5951.7,4698.9,3637.2,700,14880,,사후관리DB(원본월별·5년이용량분석)
D199530059,D-298,2024,22591.2,22586.0,21144.9,22136.0,16268.5,17044.5,10787.9,13081.9,13414.7,10489.5,10713.3,10224.3,700,10380,,사후관리DB(원본월별·5년이용량분석)
D199530060,D-299,2024,14438.0,15114.8,14030.4,20502.9,20035.0,25594.5,24497.8,28159.9,29035.8,24275.4,25070.3,21858.4,900,16680,,사후관리DB(원본월별·5년이용량분석)
D199530061,96조천2,2024,29305.6,29368.4,27922.0,31270.6,23380.0,28802.2,23339.9,13673.9,25191.8,26090.9,26094.7,25718.1,800,17280,,사후관리DB(원본월별·5년이용량분석)
D199540104,D-306,2024,12055.0,15284.0,14829.0,17476.0,15907.0,21858.0,16208.0,23465.0,23525.0,15247.0,2675.0,3239.0,800,7890,,
D199540105,D-307,2024,5311.0,4925.0,7429.0,8858.0,12252.0,13617.0,9022.0,14724.0,13399.0,7982.0,5233.0,5453.0,800,9240,,
D199540106,D-308,2024,2563.0,2624.0,4786.0,6393.0,7173.0,8523.0,4145.0,8004.0,7083.0,5461.0,3918.0,2226.0,700,9000,,
D199540107,D-309,2024,10179.0,9641.0,8654.0,8505.0,8958.0,10317.0,9359.0,7270.0,10215.0,8734.0,7912.0,7932.0,900,4200,,
D199540109,F-102,2024,22001.0,24523.0,23011.0,23980.0,25149.0,26009.0,22950.0,27388.0,24802.0,23298.0,22663.0,21363.0,800,11910,,
D199540110,F-103,2024,0.0,0.0,205.0,75.0,261.0,311.0,11.0,25.0,27.0,105.0,117.0,132.0,700,22800,,
D199540111,D-316,2024,21685.0,16416.0,13477.0,12644.0,13138.0,13043.0,10762.0,14039.0,13993.0,11123.0,8909.0,9383.0,700,600,,
